# BLASTN 2.10.1+
# Query: LA0716
# Database: /public/agis/huangsanwen_group/fengshuangshuang/huyong/blast_genome/blastdb/BGV006865_MAS2.0.fasta.gz_db
# Fields: query acc.ver, subject acc.ver, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 3 hits found
LA0716	BGV006865_MAS2.0ch07	90.220	2454	149	43	1	2436	63115744	63118124	0.0	3118
LA0716	BGV006865_MAS2.0ch05	97.297	37	1	0	1328	1364	3687027	3686991	1.10e-07	63.9
LA0716	BGV006865_MAS2.0ch09	100.000	32	0	0	805	836	67429787	67429818	1.42e-06	60.2
# BLAST processed 1 queries
# BLASTN 2.10.1+
# Query: LA0716
# Database: /public/agis/huangsanwen_group/fengshuangshuang/huyong/blast_genome/blastdb/BGV007931_MAS2.0.fasta.gz_db
# Fields: query acc.ver, subject acc.ver, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 2 hits found
LA0716	BGV007931_MAS2.0ch07	90.261	2454	151	42	1	2436	66195366	66197749	0.0	3127
LA0716	BGV007931_MAS2.0ch09	100.000	32	0	0	805	836	66507395	66507426	1.41e-06	60.2
# BLAST processed 1 queries
# BLASTN 2.10.1+
# Query: LA0716
# Database: /public/agis/huangsanwen_group/fengshuangshuang/huyong/blast_genome/blastdb/BGV007989_MAS2.0.fasta.gz_db
# Fields: query acc.ver, subject acc.ver, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 2 hits found
LA0716	BGV007989_MAS2.0ch07	90.302	2454	151	41	1	2436	66184159	66186543	0.0	3133
LA0716	BGV007989_MAS2.0ch09	100.000	32	0	0	805	836	67230977	67231008	1.43e-06	60.2
# BLAST processed 1 queries
# BLASTN 2.10.1+
# Query: LA0716
# Database: /public/agis/huangsanwen_group/fengshuangshuang/huyong/blast_genome/blastdb/Brandywine_MAS2.0.fasta.gz_db
# Fields: query acc.ver, subject acc.ver, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 2 hits found
LA0716	Brandywine_MAS2.0ch07	90.302	2454	151	41	1	2436	65632757	65635141	0.0	3133
LA0716	Brandywine_MAS2.0ch09	100.000	32	0	0	805	836	67816505	67816536	1.41e-06	60.2
# BLAST processed 1 queries
# BLASTN 2.10.1+
# Query: LA0716
# Database: /public/agis/huangsanwen_group/fengshuangshuang/huyong/blast_genome/blastdb/EA00371_MAS2.0.fasta.gz_db
# Fields: query acc.ver, subject acc.ver, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 2 hits found
LA0716	EA00371_MAS2.0ch07	90.302	2454	151	41	1	2436	65222198	65224582	0.0	3133
LA0716	EA00371_MAS2.0ch09	100.000	32	0	0	805	836	67121311	67121342	1.41e-06	60.2
# BLAST processed 1 queries
# BLASTN 2.10.1+
# Query: LA0716
# Database: /public/agis/huangsanwen_group/fengshuangshuang/huyong/blast_genome/blastdb/EA00990_MAS2.0.fasta.gz_db
